member_id,position_id,ticker,direction,absolute_weight,signed_weight,reference_date,reference_price,quantity,absolute_notional,signed_notional,currency
CM001,CM001-P01,XLY,LONG,0.07423174199192234,0.07423174199192234,2026-07-10,117.23999786376953,84775.15634440372,9939039.14871862,9939039.14871862,USD
CM001,CM001-P02,AGG,LONG,0.1292596963363902,0.1292596963363902,2026-07-10,98.08000183105469,176456.40015531334,17306844.05033445,17306844.05033445,USD
CM001,CM001-P03,SHY,SHORT,0.08314114683405045,-0.08314114683405045,2026-07-10,81.87999725341797,-135954.29757330145,11131937.511892293,-11131937.511892293,USD
CM001,CM001-P04,DIA,SHORT,0.052965712963931225,-0.052965712963931225,2026-07-10,525.780029296875,-13487.935652064229,7091687.202296695,-7091687.202296695,USD
CM001,CM001-P05,IEF,LONG,0.13224798503115281,0.13224798503115281,2026-07-10,93.62999725341797,189116.2301653194,17706952.110955615,17706952.110955615,USD
CM001,CM001-P06,DBC,LONG,0.023868417534537653,0.023868417534537653,2026-07-10,27.520000457763672,116126.12614783288,3195791.044746683,3195791.044746683,USD
CM001,CM001-P07,LQD,LONG,0.1422121601461244,0.1422121601461244,2026-07-10,107.45999908447266,177192.22014516505,19041075.814575113,19041075.814575113,USD
CM001,CM001-P08,IWM,SHORT,0.07904463888959852,-0.07904463888959852,2026-07-10,295.989990234375,-35756.100096686,10583447.718437424,-10583447.718437424,USD
CM001,CM001-P09,VNQ,LONG,0.28302850027229237,0.28302850027229237,2026-07-10,97.31999969482422,389388.23019072675,37895262.44332967,37895262.44332967,USD
CM002,CM002-P01,XLF,SHORT,0.033094801276929646,-0.033094801276929646,2026-07-10,55.709999084472656,-566629.2134482657,31566912.96243834,-31566912.96243834,USD
CM002,CM002-P02,AGG,LONG,0.10425533950503182,0.10425533950503182,2026-07-10,98.08000183105469,1013888.4525293887,99442181.28056765,99442181.28056765,USD
CM002,CM002-P03,IEF,LONG,0.25985442366033945,0.25985442366033945,2026-07-10,93.62999725341797,2647204.174462426,247857719.58415353,247857719.58415353,USD
CM002,CM002-P04,LQD,SHORT,0.31131392483709586,-0.31131392483709586,2026-07-10,107.45999908447266,-2763274.628045463,296941488.99991196,-296941488.99991196,USD
CM002,CM002-P05,IWM,LONG,0.035143452316809175,0.035143452316809175,2026-07-10,295.989990234375,113250.3969630638,33520983.89113635,33520983.89113635,USD
CM002,CM002-P06,XLI,SHORT,0.12144777752260323,-0.12144777752260323,2026-07-10,181.9199981689453,-636768.3424252907,115840895.68805124,-115840895.68805124,USD
CM002,CM002-P07,XLK,LONG,0.13489028088119104,0.13489028088119104,2026-07-10,185.77999877929688,692554.6322857896,128662798.74065039,128662798.74065039,USD
CM003,CM003-P01,DBC,LONG,0.10644281727228679,0.10644281727228679,2026-07-10,27.520000457763672,113238.55955831156,3116325.210881233,3116325.210881233,USD
CM003,CM003-P02,IWM,LONG,0.28406021763999745,0.28406021763999745,2026-07-10,295.989990234375,28096.99042602795,8316427.921815341,8316427.921815341,USD
CM003,CM003-P03,XLF,LONG,0.32566273508315446,0.32566273508315446,2026-07-10,55.709999084472656,171143.861641698,9534424.37537211,9534424.37537211,USD
CM003,CM003-P04,GLD,LONG,0.12553733361160713,0.12553733361160713,2026-07-10,377.010009765625,9748.693838832063,3675355.1593801645,3675355.1593801645,USD
CM003,CM003-P05,XLE,LONG,0.15829689639295413,0.15829689639295413,2026-07-10,55.08000183105469,84140.45698636773,4634456.524874913,4634456.524874913,USD
