member_id,position_id,ticker,direction,absolute_weight,signed_weight,reference_date,reference_price,quantity,absolute_notional,signed_notional,currency
CM001,CM001-P01,XLY,LONG,0.07423174199192234,0.07423174199192234,2026-07-10,117.23999786376953,84775.15634440372,9939039.14871862,9939039.14871862,USD
CM001,CM001-P02,AGG,LONG,0.1292596963363902,0.1292596963363902,2026-07-10,98.08000183105469,176456.40015531334,17306844.05033445,17306844.05033445,USD
CM001,CM001-P03,SHY,SHORT,0.08314114683405045,-0.08314114683405045,2026-07-10,81.87999725341797,-135954.29757330145,11131937.511892293,-11131937.511892293,USD
CM001,CM001-P04,DIA,SHORT,0.052965712963931225,-0.052965712963931225,2026-07-10,525.780029296875,-13487.935652064229,7091687.202296695,-7091687.202296695,USD
CM001,CM001-P05,IEF,LONG,0.13224798503115281,0.13224798503115281,2026-07-10,93.62999725341797,189116.2301653194,17706952.110955615,17706952.110955615,USD
CM001,CM001-P06,DBC,LONG,0.023868417534537653,0.023868417534537653,2026-07-10,27.520000457763672,116126.12614783288,3195791.044746683,3195791.044746683,USD
CM001,CM001-P07,LQD,LONG,0.1422121601461244,0.1422121601461244,2026-07-10,107.45999908447266,177192.22014516505,19041075.814575113,19041075.814575113,USD
CM001,CM001-P08,IWM,SHORT,0.07904463888959852,-0.07904463888959852,2026-07-10,295.989990234375,-35756.100096686,10583447.718437424,-10583447.718437424,USD
CM001,CM001-P09,VNQ,LONG,0.28302850027229237,0.28302850027229237,2026-07-10,97.31999969482422,389388.23019072675,37895262.44332967,37895262.44332967,USD
CM002,CM002-P01,XLF,SHORT,0.033094801276929646,-0.033094801276929646,2026-07-10,55.709999084472656,-566629.2134482657,31566912.96243834,-31566912.96243834,USD
CM002,CM002-P02,AGG,LONG,0.10425533950503182,0.10425533950503182,2026-07-10,98.08000183105469,1013888.4525293887,99442181.28056765,99442181.28056765,USD
CM002,CM002-P03,IEF,LONG,0.25985442366033945,0.25985442366033945,2026-07-10,93.62999725341797,2647204.174462426,247857719.58415353,247857719.58415353,USD
CM002,CM002-P04,LQD,SHORT,0.31131392483709586,-0.31131392483709586,2026-07-10,107.45999908447266,-2763274.628045463,296941488.99991196,-296941488.99991196,USD
CM002,CM002-P05,IWM,LONG,0.035143452316809175,0.035143452316809175,2026-07-10,295.989990234375,113250.3969630638,33520983.89113635,33520983.89113635,USD
CM002,CM002-P06,XLI,SHORT,0.12144777752260323,-0.12144777752260323,2026-07-10,181.9199981689453,-636768.3424252907,115840895.68805124,-115840895.68805124,USD
CM002,CM002-P07,XLK,LONG,0.13489028088119104,0.13489028088119104,2026-07-10,185.77999877929688,692554.6322857896,128662798.74065039,128662798.74065039,USD
CM003,CM003-P01,DBC,LONG,0.10644281727228679,0.10644281727228679,2026-07-10,27.520000457763672,113238.55955831156,3116325.210881233,3116325.210881233,USD
CM003,CM003-P02,IWM,LONG,0.28406021763999745,0.28406021763999745,2026-07-10,295.989990234375,28096.99042602795,8316427.921815341,8316427.921815341,USD
CM003,CM003-P03,XLF,LONG,0.32566273508315446,0.32566273508315446,2026-07-10,55.709999084472656,171143.861641698,9534424.37537211,9534424.37537211,USD
CM003,CM003-P04,GLD,LONG,0.12553733361160713,0.12553733361160713,2026-07-10,377.010009765625,9748.693838832063,3675355.1593801645,3675355.1593801645,USD
CM003,CM003-P05,XLE,LONG,0.15829689639295413,0.15829689639295413,2026-07-10,55.08000183105469,84140.45698636773,4634456.524874913,4634456.524874913,USD
CM004,CM004-P01,XLE,LONG,0.08270140792905369,0.08270140792905369,2026-07-10,55.08000183105469,299813.42365401145,16513723.923837725,16513723.923837725,USD
CM004,CM004-P02,XLI,LONG,0.06326921609782458,0.06326921609782458,2026-07-10,181.9199981689453,69445.5029015468,12633525.760690881,12633525.760690881,USD
CM004,CM004-P03,DIA,LONG,0.09817427250601687,0.09817427250601687,2026-07-10,525.780029296875,37284.27667662227,19603328.08334725,19603328.08334725,USD
CM004,CM004-P04,XLV,LONG,0.12314311524449015,0.12314311524449015,2026-07-10,160.83999633789062,152879.12844592085,24589078.459381822,24589078.459381822,USD
CM004,CM004-P05,QQQ,LONG,0.18418839592736166,0.18418839592736166,2026-07-10,725.510009765625,50693.34786277891,36778531.30297695,36778531.30297695,USD
CM004,CM004-P06,LQD,LONG,0.005794018378513825,0.005794018378513825,2026-07-10,107.45999908447266,10766.26716297132,1156943.0594760862,1156943.0594760862,USD
CM004,CM004-P07,TLT,LONG,0.05048027266784371,0.05048027266784371,2026-07-10,84.47000122070312,119330.4582116618,10079843.950806135,10079843.950806135,USD
CM004,CM004-P08,TIP,LONG,0.24707933012691272,0.24707933012691272,2026-07-10,108.12999725341797,456270.4468118031,49336522.16057606,49336522.16057606,USD
CM004,CM004-P09,SPY,SHORT,0.1451699711219828,-0.1451699711219828,2026-07-10,754.9500122070312,-38396.417969634946,28987376.214882176,-28987376.214882176,USD
CM005,CM005-P01,XLE,LONG,0.2887765548758571,0.2887765548758571,2026-07-10,55.08000183105469,91307.4344454898,5029213.656446484,5029213.656446484,USD
CM005,CM005-P02,VNQ,LONG,0.004483671513480376,0.004483671513480376,2026-07-10,97.31999969482422,802.3610606389262,78085.77817651913,78085.77817651913,USD
CM005,CM005-P03,XLV,SHORT,0.023545413179490517,-0.023545413179490517,2026-07-10,160.83999633789062,-2549.4729980608995,410057.2276716661,-410057.2276716661,USD
CM005,CM005-P04,TLT,LONG,0.10874114408794046,0.10874114408794046,2026-07-10,84.47000122070312,22419.687394403118,1893791.0215730139,1893791.0215730139,USD
CM005,CM005-P05,SPY,LONG,0.25383227274507986,0.25383227274507986,2026-07-10,754.9500122070312,5855.537911051296,4420638.41742691,4420638.41742691,USD
CM005,CM005-P06,XLI,SHORT,0.13764829462330996,-0.13764829462330996,2026-07-10,181.9199981689453,-13177.364143370563,2397226.0608334984,-2397226.0608334984,USD
CM005,CM005-P07,XLK,LONG,0.10670760604550186,0.10670760604550186,2026-07-10,185.77999877929688,10003.09921401286,1858375.7597684946,1858375.7597684946,USD
CM005,CM005-P08,IEF,SHORT,0.07626504292933997,-0.07626504292933997,2026-07-10,93.62999725341797,-14185.631162460508,1328200.6067791777,-1328200.6067791777,USD
CM006,CM006-P01,XLK,LONG,0.10952959069848016,0.10952959069848016,2026-07-10,185.77999877929688,118776.01292957553,22066207.537066292,22066207.537066292,USD
CM006,CM006-P02,IEF,LONG,0.04737909883476299,0.04737909883476299,2026-07-10,93.62999725341797,101945.4903503533,9545155.981501928,9545155.981501928,USD
CM006,CM006-P03,XLP,LONG,0.03961333430423366,0.03961333430423366,2026-07-10,84.12000274658203,94872.06521618264,7980638.386559193,7980638.386559193,USD
CM006,CM006-P04,TIP,LONG,0.21558565432023333,0.21558565432023333,2026-07-10,108.12999725341797,401670.46594056685,43432626.37893261,43432626.37893261,USD
CM006,CM006-P05,EEM,SHORT,0.08707680775952795,-0.08707680775952795,2026-07-10,66.9000015258789,-262224.1011776945,17542792.768909987,-17542792.768909987,USD
CM006,CM006-P06,QQQ,SHORT,0.18223568626417397,-0.18223568626417397,2026-07-10,725.510009765625,-50604.16365724956,36713827.26915242,-36713827.26915242,USD
CM006,CM006-P07,IWM,LONG,0.17506591326084686,0.17506591326084686,2026-07-10,295.989990234375,119157.34091673158,35269380.174297474,35269380.174297474,USD
CM006,CM006-P08,XLE,LONG,0.14351391455774098,0.14351391455774098,2026-07-10,55.08000183105469,524923.8414048726,28912806.14574464,28912806.14574464,USD
CM007,CM007-P01,EFA,SHORT,0.22601460781547153,-0.22601460781547153,2026-07-10,104.33000183105469,-144621.05190909718,15088314.610485164,-15088314.610485164,USD
CM007,CM007-P02,XLI,LONG,0.3795551810285828,0.3795551810285828,2026-07-10,181.9199981689453,139283.18930428414,25338397.543200232,25338397.543200232,USD
CM007,CM007-P03,XLP,SHORT,0.39443021115594556,-0.39443021115594556,2026-07-10,84.12000274658203,-313022.1827475003,26331426.872460827,-26331426.872460827,USD
CM008,CM008-P01,IWM,LONG,0.19728970524324269,0.19728970524324269,2026-07-10,295.989990234375,217816.43730212632,64471485.149942726,64471485.149942726,USD
CM008,CM008-P02,XLU,SHORT,0.03849949073131786,-0.03849949073131786,2026-07-10,45.40999984741211,-277055.4737979089,12581089.022887733,-12581089.022887733,USD
CM008,CM008-P03,AGG,SHORT,0.12583072016046234,-0.12583072016046234,2026-07-10,98.08000183105469,-419246.5211470677,41119699.56176771,-41119699.56176771,USD
CM008,CM008-P04,IEF,LONG,0.3688127104739021,0.3688127104739021,2026-07-10,93.62999725341797,1287223.9743993802,120522777.18754773,120522777.18754773,USD
CM008,CM008-P05,EFA,LONG,0.05612045500397934,0.05612045500397934,2026-07-10,104.33000183105469,175782.330961672,18339370.9110983,18339370.9110983,USD
CM008,CM008-P06,TLT,SHORT,0.21344691838709592,-0.21344691838709592,2026-07-10,84.47000122070312,-825753.9110333178,69751433.87298474,-69751433.87298474,USD
CM009,CM009-P01,IEF,LONG,0.3451917602516916,0.3451917602516916,2026-07-10,93.62999725341797,775803.1244345965,72638444.41000435,72638444.41000435,USD
CM009,CM009-P02,IWM,SHORT,0.25685487235940624,-0.25685487235940624,2026-07-10,295.989990234375,-182606.7800303988,54049779.03792841,-54049779.03792841,USD
CM009,CM009-P03,TLT,SHORT,0.3979533673889023,-0.3979533673889023,2026-07-10,84.47000122070312,-991370.0580208669,83741030.01119116,-83741030.01119116,USD
CM010,CM010-P01,SPY,LONG,0.035981386808693776,0.035981386808693776,2026-07-10,754.9500122070312,2129.7858988221346,1607881.8903141336,1607881.8903141336,USD
CM010,CM010-P02,IEF,LONG,0.35579049284813546,0.35579049284813546,2026-07-10,93.62999725341797,169806.9940318764,15899028.384815749,15899028.384815749,USD
CM010,CM010-P03,QQQ,LONG,0.21435800963156496,0.21435800963156496,2026-07-10,725.510009765625,13202.99785741283,9578907.104467109,9578907.104467109,USD
CM010,CM010-P04,DIA,SHORT,0.28778558775381646,-0.28778558775381646,2026-07-10,525.780029296875,-24459.14097288529,12860127.857300023,-12860127.857300023,USD
CM010,CM010-P05,XLU,LONG,0.10608452295778936,0.10608452295778936,2026-07-10,45.40999984741211,104394.29674745379,4740544.999372571,4740544.999372571,USD
CM011,CM011-P01,GLD,LONG,0.08880809250111778,0.08880809250111778,2026-07-10,377.010009765625,22885.89786438498,8628212.577346878,8628212.577346878,USD
CM011,CM011-P02,XLF,SHORT,0.1177541080883431,-0.1177541080883431,2026-07-10,55.709999084472656,-205357.80348515554,11440483.044147331,-11440483.044147331,USD
CM011,CM011-P03,XLI,SHORT,0.027246361605799897,-0.027246361605799897,2026-07-10,181.9199981689453,-14551.118170545298,2647139.3909417074,-2647139.3909417074,USD
CM011,CM011-P04,XLK,SHORT,0.21129601583737537,-0.21129601583737537,2026-07-10,185.77999877929688,-110499.58499467299,20528612.76542316,-20528612.76542316,USD
CM011,CM011-P05,XLP,LONG,0.1140170308959879,0.1140170308959879,2026-07-10,84.12000274658203,131685.73851771973,11077404.685796266,11077404.685796266,USD
CM011,CM011-P06,VNQ,SHORT,0.23643519641542265,-0.23643519641542265,2026-07-10,97.31999969482422,-236036.04167936734,22971027.504203547,-22971027.504203547,USD
CM011,CM011-P07,SHY,LONG,0.14037726693078206,0.14037726693078206,2026-07-10,81.87999725341797,166566.34565515208,13638451.92475572,13638451.92475572,USD
CM011,CM011-P08,DIA,LONG,0.03831405379714867,0.03831405379714867,2026-07-10,525.780029296875,7079.821577052717,3722428.796199425,3722428.796199425,USD
CM011,CM011-P09,TIP,LONG,0.025751873928022504,0.025751873928022504,2026-07-10,108.12999725341797,23138.27295762735,2501941.3913570805,2501941.3913570805,USD
CM012,CM012-P01,XLP,LONG,0.15719264181168363,0.15719264181168363,2026-07-10,84.12000274658203,624900.8377721761,52566660.18973687,52566660.18973687,USD
CM012,CM012-P02,IEF,LONG,0.28575355228368726,0.28575355228368726,2026-07-10,93.62999725341797,1020598.2035148179,95558606.99193572,95558606.99193572,USD
CM012,CM012-P03,XLF,LONG,0.17694393380759374,0.17694393380759374,2026-07-10,55.709999084472656,1062137.3943350913,59171673.26599211,59171673.26599211,USD
CM012,CM012-P04,EFA,SHORT,0.3801098720970353,-0.3801098720970353,2026-07-10,104.33000183105469,-1218366.9408677053,127112225.1716242,-127112225.1716242,USD
CM013,CM013-P01,SHY,LONG,0.25841998321098236,0.25841998321098236,2026-07-10,81.87999725341797,2327688.8787026247,190591158.99498245,190591158.99498245,USD
CM013,CM013-P02,IEF,LONG,0.34368166777778986,0.34368166777778986,2026-07-10,93.62999725341797,2707185.490042658,253473769.99718705,253473769.99718705,USD
CM013,CM013-P03,EFA,LONG,0.2511540670175162,0.2511540670175162,2026-07-10,104.33000183105469,1775446.7746904742,185232365.2543973,185232365.2543973,USD
CM013,CM013-P04,EEM,LONG,0.1467442819937115,0.1467442819937115,2026-07-10,66.9000015258789,1617751.1493725139,108227554.36151354,108227554.36151354,USD
CM014,CM014-P01,XLE,LONG,0.3641085223988173,0.3641085223988173,2026-07-10,55.08000183105469,129095.21556898698,7110564.709920202,7110564.709920202,USD
CM014,CM014-P02,LQD,SHORT,0.3859770351073569,-0.3859770351073569,2026-07-10,107.45999908447266,-70143.57262887368,7537628.250480407,-7537628.250480407,USD
CM014,CM014-P03,XLV,SHORT,0.24991444249382583,-0.24991444249382583,2026-07-10,160.83999633789062,-30343.840644102926,4880503.218075051,-4880503.218075051,USD
CM015,CM015-P01,LQD,LONG,0.3529563110735432,0.3529563110735432,2026-07-10,107.45999908447266,74572.99193529143,8013613.645092804,8013613.645092804,USD
CM015,CM015-P02,XLE,LONG,0.3111877654147575,0.3111877654147575,2026-07-10,55.08000183105469,128273.22581609768,7065289.512825952,7065289.512825952,USD
CM015,CM015-P03,TLT,LONG,0.15096559747350882,0.15096559747350882,2026-07-10,84.47000122070312,40577.28059791911,3427562.9416390406,3427562.9416390406,USD
CM015,CM015-P04,IEF,LONG,0.18489032603819044,0.18489032603819044,2026-07-10,93.62999725341797,44833.91108162981,4197798.971432985,4197798.971432985,USD
CM016,CM016-P01,XLF,LONG,0.2338549191422153,0.2338549191422153,2026-07-10,55.709999084472656,168464.071246734,9385133.254922088,9385133.254922088,USD
CM016,CM016-P02,LQD,LONG,0.12809528248088287,0.12809528248088287,2026-07-10,107.45999908447266,47838.795555938144,5140756.926643387,5140756.926643387,USD
CM016,CM016-P03,IWM,LONG,0.160281434348934,0.160281434348934,2026-07-10,295.989990234375,21732.021673439736,6432460.882894653,6432460.882894653,USD
CM016,CM016-P04,IEF,LONG,0.09231314372104521,0.09231314372104521,2026-07-10,93.62999725341797,39567.85104163736,3704737.7843521573,3704737.7843521573,USD
CM016,CM016-P05,VNQ,LONG,0.09040658823959552,0.09040658823959552,2026-07-10,97.31999969482422,37281.37443175348,3628223.348320876,3628223.348320876,USD
CM016,CM016-P06,AGG,LONG,0.29504863206732707,0.29504863206732707,2026-07-10,98.08000183105469,120727.74082960022,11840977.041626286,11840977.041626286,USD
CM017,CM017-P01,XLP,LONG,0.1662671074420455,0.1662671074420455,2026-07-10,84.12000274658203,28544.854949320532,2401193.276737629,2401193.276737629,USD
CM017,CM017-P02,AGG,LONG,0.2119031507669949,0.2119031507669949,2026-07-10,98.08000183105469,31201.661877284783,3060259.054056041,3060259.054056041,USD
CM017,CM017-P03,VNQ,LONG,0.2607611459915386,0.2607611459915386,2026-07-10,97.31999969482422,38695.59771171577,3765855.557495219,3765855.557495219,USD
CM017,CM017-P04,XLI,LONG,0.361068595799421,0.361068595799421,2026-07-10,181.9199981689453,28663.554899483242,5214473.854829455,5214473.854829455,USD
CM018,CM018-P01,IEF,LONG,0.17541248357682174,0.17541248357682174,2026-07-10,93.62999725341797,192087.602420591,17985161.687055577,17985161.687055577,USD
CM018,CM018-P02,IWM,SHORT,0.38263538812279246,-0.38263538812279246,2026-07-10,295.989990234375,-132544.57530980732,39231867.55156925,-39231867.55156925,USD
CM018,CM018-P03,SHY,LONG,0.17167526806224978,0.17167526806224978,2026-07-10,81.87999725341797,214972.92402985462,17601982.429123726,17601982.429123726,USD
CM018,CM018-P04,TLT,SHORT,0.04504603025077912,-0.04504603025077912,2026-07-10,84.47000122070312,-54677.40222199736,4618600.232436993,-4618600.232436993,USD
CM018,CM018-P05,XLE,LONG,0.2143372546968962,0.2143372546968962,2026-07-10,55.08000183105469,398985.91705806425,21976145.042123213,21976145.042123213,USD
CM018,CM018-P06,QQQ,SHORT,0.010893575290460759,-0.010893575290460759,2026-07-10,725.510009765625,-1539.5042053626628,1116925.7110668863,-1116925.7110668863,USD
CM019,CM019-P01,TIP,SHORT,0.1123660959290509,-0.1123660959290509,2026-07-10,108.12999725341797,-498211.2420340353,53871580.232762195,-53871580.232762195,USD
CM019,CM019-P02,AGG,LONG,0.1618759489341487,0.1618759489341487,2026-07-10,98.08000183105469,791272.8875381318,77608046.2586039,77608046.2586039,USD
CM019,CM019-P03,XLY,LONG,0.07000448237866318,0.07000448237866318,2026-07-10,117.23999786376953,286269.09826596983,33562188.469165534,33562188.469165534,USD
CM019,CM019-P04,TLT,LONG,0.007142692671425907,0.007142692671425907,2026-07-10,84.47000122070312,40540.01329753651,3424414.97273023,3424414.97273023,USD
CM019,CM019-P05,XLP,SHORT,0.04717807650101172,-0.04717807650101172,2026-07-10,84.12000274658203,-268884.25693954603,22618544.43226728,-22618544.43226728,USD
CM019,CM019-P06,LQD,LONG,0.05090168506841052,0.05090168506841052,2026-07-10,107.45999908447266,227096.1388112252,24403750.868741535,24403750.868741535,USD
CM019,CM019-P07,XLE,SHORT,0.06366843728840299,-0.06366843728840299,2026-07-10,55.08000183105469,-554184.8735330102,30524503.848941017,-30524503.848941017,USD
CM019,CM019-P08,XLU,SHORT,0.28871020571469386,-0.28871020571469386,2026-07-10,45.40999984741211,-3048141.043955918,138416084.34092882,-138416084.34092882,USD
CM019,CM019-P09,SHY,SHORT,0.14305232027047646,-0.14305232027047646,2026-07-10,81.87999725341797,-837609.3373428965,68583450.24107361,-68583450.24107361,USD
CM019,CM019-P10,DBC,LONG,0.05510005524371583,0.05510005524371583,2026-07-10,27.520000457763672,959904.4844862642,26416571.852471393,26416571.852471393,USD
CM020,CM020-P01,XLI,LONG,0.3675844880857836,0.3675844880857836,2026-07-10,181.9199981689453,26108.276801856955,4749617.667988135,4749617.667988135,USD
CM020,CM020-P02,IWM,LONG,0.2801223796049703,0.2801223796049703,2026-07-10,295.989990234375,12228.47381667508,3619505.845578967,3619505.845578967,USD
CM020,CM020-P03,XLK,SHORT,0.35229313230924597,-0.35229313230924597,2026-07-10,185.77999877929688,-24502.29118549708,4552035.626531624,-4552035.626531624,USD
CM021,CM021-P01,TLT,LONG,0.15466205090651397,0.15466205090651397,2026-07-10,84.47000122070312,28005.58065985551,2365631.432524495,2365631.432524495,USD
CM021,CM021-P02,DIA,SHORT,0.2366101391215012,-0.2366101391215012,2026-07-10,525.780029296875,-6883.234759553442,3619067.3735352773,-3619067.3735352773,USD
CM021,CM021-P03,XLY,LONG,0.013298414383491018,0.013298414383491018,2026-07-10,117.23999786376953,1734.9516527553437,203405.7280627799,203405.7280627799,USD
CM021,CM021-P04,TIP,SHORT,0.1524731356355317,-0.1524731356355317,2026-07-10,108.12999725341797,-21568.028910347984,2332150.9068375668,-2332150.9068375668,USD
CM021,CM021-P05,AGG,SHORT,0.00683643434830022,-0.00683643434830022,2026-07-10,98.08000183105469,-1066.1357327795113,104566.5946231673,-104566.5946231673,USD
CM021,CM021-P06,VNQ,LONG,0.09369607463502955,0.09369607463502955,2026-07-10,97.31999969482422,14725.92604163806,1433127.11787822,1433127.11787822,USD
CM021,CM021-P07,XLP,LONG,0.20278538078117295,0.20278538078117295,2026-07-10,84.12000274658203,36872.338460274696,3101701.2125512096,3101701.2125512096,USD
CM021,CM021-P08,XLK,LONG,0.0942734364402566,0.0942734364402566,2026-07-10,185.77999877929688,7761.643651100131,1441958.1480267197,1441958.1480267197,USD
CM021,CM021-P09,XLU,LONG,0.04536493374820289,0.04536493374820289,2026-07-10,45.40999984741211,15280.307630248659,693878.7671580017,693878.7671580017,USD
CM022,CM022-P01,XLK,LONG,0.3258166399657644,0.3258166399657644,2026-07-10,185.77999877929688,70031.74537574849,13010497.570418583,13010497.570418583,USD
CM022,CM022-P02,SPY,LONG,0.37609640411921935,0.37609640411921935,2026-07-10,754.9500122070312,19893.061714390646,15018267.184114443,15018267.184114443,USD
CM022,CM022-P03,TIP,SHORT,0.29808695591501616,-0.29808695591501616,2026-07-10,108.12999725341797,-110082.28237145946,11903196.890475892,-11903196.890475892,USD
CM023,CM023-P01,TLT,SHORT,0.24624135913560372,-0.24624135913560372,2026-07-10,84.47000122070312,-962970.730878797,81342138.81283337,-81342138.81283337,USD
CM023,CM023-P02,XLE,LONG,0.27287679311626345,0.27287679311626345,2026-07-10,55.08000183105469,1636542.3355112935,90140754.83656056,90140754.83656056,USD
CM023,CM023-P03,DIA,LONG,0.2394764321313417,0.2394764321313417,2026-07-10,525.780029296875,150457.3058280272,79107446.66618901,79107446.66618901,USD
CM023,CM023-P04,XLP,LONG,0.2414054156167913,0.2414054156167913,2026-07-10,84.12000274658203,947986.8618374487,79744657.42148986,79744657.42148986,USD
CM024,CM024-P01,IEF,SHORT,0.3657472937186429,-0.3657472937186429,2026-07-10,93.62999725341797,-214463.46363984788,20080213.51155746,-20080213.51155746,USD
CM024,CM024-P02,XLI,LONG,0.07806919341724901,0.07806919341724901,2026-07-10,181.9199981689453,23560.60587706221,4286145.3780144,4286145.3780144,USD
CM024,CM024-P03,XLU,LONG,0.33726159605088674,0.33726159605088674,2026-07-10,45.40999984741211,407758.09863660514,18516295.19686929,18516295.19686929,USD
CM024,CM024-P04,SHY,SHORT,0.2189219168132214,-0.2189219168132214,2026-07-10,81.87999725341797,-146790.72910434357,12019224.495890873,-12019224.495890873,USD
CM025,CM025-P01,XLY,LONG,0.3628630079277074,0.3628630079277074,2026-07-10,117.23999786376953,118874.03250996734,13936791.31752624,13936791.31752624,USD
CM025,CM025-P02,EFA,LONG,0.10144204472541446,0.10144204472541446,2026-07-10,104.33000183105469,37344.69186653585,3896171.7708158586,3896171.7708158586,USD
CM025,CM025-P03,XLE,LONG,0.3907689762494398,0.3907689762494398,2026-07-10,55.08000183105469,272487.2788805275,15008599.819678562,15008599.819678562,USD
CM025,CM025-P04,AGG,LONG,0.14492597109743832,0.14492597109743832,2026-07-10,98.08000183105469,56752.612035854414,5566296.2923937375,5566296.2923937375,USD
CM026,CM026-P01,IWM,SHORT,0.09541775218769795,-0.09541775218769795,2026-07-10,295.989990234375,-168622.13919362696,49910465.33322107,-49910465.33322107,USD
CM026,CM026-P02,GLD,LONG,0.12222424597052285,0.12222424597052285,2026-07-10,377.010009765625,169576.99036691114,63932222.79425446,63932222.79425446,USD
